Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
7894085,Psycho,Robert Bloch,"Bloch, Robert",,"=""1590203356""","=""9781590203354""",5,4.10,Overlook Press,Paperback,176,2010,1959,2019/03/31,2019/03/28,"horror, classics, book-to-tv-or-movie, favourites-or-memorable","horror (#24), classics (#26), book-to-tv-or-movie (#154), favourites-or-memorable (#39)",read,"I'm wondering whether I will think of the shower scene every time I take a shower in a hotel or motel. That is not a great idea for a shower thought. Anyway, the book was really brilliant. It's very straightforward, and once you begin reading it, the author instantly brings you to Norman's world, and you start to think like him.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/04/01/psycho-psycho-1-robert-bloch/"">Psycho by Robert Bloch</a>.",,,1,,,0,,,,,
44231160,Story of a Soul: The Autobiography of St. Therese of Lisieux,Thérèse de Lisieux,"Lisieux, Thérèse de",,"=""""","=""9780960087600""",5,4.32,ICS Publications,ebook,300,2013,1898,2019/04/17,2019/04/08,"religion, autobiography-biography-memoir, ebooks, favourites-or-memorable, inspirational","religion (#5), autobiography-biography-memoir (#17), ebooks (#111), favourites-or-memorable (#38), inspirational (#16)",read,"I never heard of St. Therese before this until I was looking for any advice or suggestions on how to deal with toxic people and I found this page: <a href=""https://aleteia.org/2017/10/01/how-to-deal-with-that-toxic-person-in-your-life-according-to-st-therese-of-lisieux/"">How to deal with that toxic person in your life, according to St. Therese</a>.<br/><br/>The words which she used to describe her pure love were so beautiful and inspirational. Her expressions, thoughts and actions in showing her devotion to God were so encouraging, and through her, we can learn how to have faith like a child and never forget in loving God every day.<br/><br/>Book review: <a href=""https://chyneyee.com/2019/04/18/story-of-a-soul-the-autobiography-of-st-therese-of-lisieux-therese-de-lisieux/"">Story of a Soul: The Autobiography of St. Therese of Lisieux, Therese de Lisieux</a>.",,,1,,,0,,,,,
29408433,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""1447294831""","=""9781447294832""",4,4.31,Picador,Paperback,720,2016,2015,2019/06/12,2019/04/25,"lgbt, favourites-or-memorable","lgbt (#2), favourites-or-memorable (#37)",read,"Willem is everyone's dream lover or friend because of his loyalty. Harold is everyone's dream parent because of his caring and patience. Jude is the most fragile and needs to be protected by all of us all the time.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/06/01/a-little-life-hanya-yanagihara/""> A Little Life, Hanya Yanagihara</a>.",,,1,,Karen,0,,,,,
20898059,"Illustration School: Let's Draw! (Includes Book and Sketch Pad): A Kit with Guided Book and Sketch Pad for Drawing Happy People, Cute Animals, and Plants and Small Creatures",Sachiko Umoto,"Umoto, Sachiko",,"=""1592539769""","=""9781592539765""",5,4.36,Quarry Books,Paperback,224,2014,2014,2020/11/13,2019/05/21,"art-drawing, favourites-or-memorable","art-drawing (#10), favourites-or-memorable (#36)",read,"This book provides simple drawing for variety objects which i really enjoyed drawing it by following the given steps. Like the author mentioned at the beginning, I just need to enjoy the drawing process and I don't have to worry whether my drawing similar to the illustrated drawing. I don't need to care that my drawing not as beautiful or cute as shown in the book. I felt so carefree and don't have to worry about the mistakes.",,,1,,,0,,,,,
11213513,Rosemary's Baby,Ira Levin,"Levin, Ira",Otto Penzler,"=""1453217525""","=""9781453217528""",3,4.01,Pegasus Books,ebook,256,2011,1967,,2019/06/12,"ebooks, book-to-tv-or-movie, horror, classics, favourites-or-memorable","ebooks (#114), book-to-tv-or-movie (#159), horror (#25), classics (#27), favourites-or-memorable (#35)",read,"This classic deserves its fame. Sometimes, I wonder how someone can have such a brilliant idea during the 60s, and there are not many horror stories at the current age, which can be as fascinating as the classic ones.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/06/05/rosemarys-baby-ira-levin/"">Rosemary's Baby by Ira Levin</a>.",,,1,,,0,,,,,
22091506,"To Kill A Mockingbird (To Kill A Mockingbird, #1)",Harper Lee,"Lee, Harper",,"=""0062368680""","=""9780062368683""",5,4.28,Harper,ebook,336,2014,1960,,2019/06/13,"book-to-tv-or-movie, ebooks, classics, historical-fiction, favourites-or-memorable","book-to-tv-or-movie (#160), ebooks (#115), classics (#28), historical-fiction (#18), favourites-or-memorable (#34)",read,"Although this work was firstly published in the 60s, this story has given us so much to think of. There were so many different perspectives that exist throughout the story. I've never read a story which enables the readers to understand that each individual character has so many different roles to play in their lives.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/06/13/to-kill-a-mockingbird-harper-lee/"">To Kill A Mockingbird by Harper Lee</a>.",,,1,,,0,,,,,
52233876,The Case Against William,Mark Gimenez,"Gimenez, Mark",,"=""""","=""9780983987574""",4,4.10,Navarchus Press LLC,ebook,343,2014,2014,,2019/06/13,"thriller, ebooks, favourites-or-memorable","thriller (#43), ebooks (#121), favourites-or-memorable (#33)",read,"What a heartwarming story! I loved the storyline and every character in the story, although certain scenes seemed dramatic but still tolerable for me. The only thing that I wasn't interested and have no understanding is American football, but I understand that it was necessary for the story.<br/><br/><a href=""https://chyneyee.com/2019/06/07/the-case-against-william-mark-gimenez/"">The Case Against William by Mark Gimenez</a>.",,,1,,,0,,,,,
24019882,The Confession of Saint Patrick (Illustrated),St. Patrick,"Patrick, St.",,"=""""","=""""",3,4.16,Aeterna Press,Kindle Edition,36,2014,425,,2019/07/02,"religion, ebooks, inspirational","religion (#6), ebooks (#118), inspirational (#15)",read,Interesting short read about Saint Patrick. The confession has shown the modesty and humility of Saint Patrick and his gratefulness and praises to God although he had a difficult life during his youth.,,,1,,,0,,,,,
13623558,1984,George Orwell,"Orwell, George",,"=""144341106X""","=""9781443411066""",5,4.19,HarperCollins,ebook,335,2011,1949,,2019/07/11,"book-to-tv-or-movie, ebooks, classics, favourites-or-memorable","book-to-tv-or-movie (#164), ebooks (#116), classics (#33), favourites-or-memorable (#32)",read,"I can't believe what was written in this book, which was dated in 1948, still exist in this era. What I've read about this book such as children betraying their parents and every movement is being scrutinised were similar to what I've read about North Korea from the book 'Without You, There Is No Us: My Time with the Sons of North Korea's Elite' by Suki Kim. They are no longer have the intellectual capability to differentiate between truth and lies, and sometimes they confused what to believe, and to the extent, they lie to themselves. In the book '1984', the Party claimed that they invented the aeroplane. This claim is similar to the North Korean leader, telling the people that he created the burgers. The similarities were shocking. It's like a reality version adapted from this book, and this book was written in 1948.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/07/09/1984-george-orwell/"">1984 by George Orwell</a>.",,,1,,,0,,,,,
7023347,The Color of Law,Mark Gimenez,"Gimenez, Mark",,"=""0307278158""","=""9780307278159""",4,4.08,Anchor,ebook,0,2006,2005,,2019/08/07,"mystery-thriller, ebooks, favourites-or-memorable","mystery-thriller (#18), ebooks (#124), favourites-or-memorable (#31)",read,"I don't know how many lawyers in the real world still stick to conscience and ethics, but I enjoyed reading a story which lovely people and righteous lawyers who stand for justice still exist.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/08/06/the-color-of-law-scott-fenney-1-mark-gimenez"">The Color of Law (Scott Fenney #1) by Mark Gimenez</a>.",,,1,,,0,,,,,
38589785,To Kill a Mockingbird: a graphic novel,Fred Fordham,"Fordham, Fred",Harper Lee,"=""178515155X""","=""9781785151552""",5,4.45,William Heinemann,Hardcover,288,2018,1960,,2019/06/18,"classics, book-to-tv-or-movie, historical-fiction, graphic-novels, favourites-or-memorable","classics (#29), book-to-tv-or-movie (#161), historical-fiction (#19), graphic-novels (#2), favourites-or-memorable (#30)",read,"Wow. The drawings were so beautiful. The sequence of the story was extremely accurate and wordings were very similar to the original story.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/06/16/to-kill-a-mockingbird-graphic-novel-fred-fordham-harper-lee/"">To Kill A Mockingbird (Graphic Novel) by Fred Fordham</a>.",,,1,,,0,,,,,
12614470,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Otto H. Frank, Mirjam Pressler, Susan Massotty","=""0307807533""","=""9780307807533""",5,4.16,Bantam,ebook,352,2011,1947,,2019/06/19,"classics, book-to-tv-or-movie, autobiography-biography-memoir, ebooks, inspirational, favourites-or-memorable","classics (#30), book-to-tv-or-movie (#162), autobiography-biography-memoir (#19), ebooks (#120), inspirational (#9), favourites-or-memorable (#29)",read,"<b><i>""I don't dare do anything anymore, 'cause I'm afraid it's not allowed""</i></b><br/><br/>I felt sympathetic for Anne's family because they invited the van Daans to join them in the hideaway, but the van Daans took advantage of them and cheated their food especially Mrs van Daan who only thought of herself. And Mr Dussel also kept all his food to himself instead of sharing them with everyone. I wonder whether they were born selfish or the long term confinement in the house had turned them into worse, or when you are in a troubled life, nothing can be more important than yourself. It's depressing when you have to live in a confined space with such people, and you don't have any other options but have to continue living with them.<br/><br/>Book Review: <a href=""https://chyneyee.com/2019/06/19/the-diary-of-a-young-girl-anne-frank/"">The Diary of A Young Girl by Anne Frank</a>.",,,1,,,0,,,,,
51015476,Trust Me,Gemma Metcalfe,"Metcalfe, Gemma",,"=""""","=""9780008229764""",3,4.06,HarperCollins Publishers,ebook,287,2017,2017,2020/02/06,2020/02/05,"thriller, ebooks, library-loan, favourites-or-memorable","thriller (#50), ebooks (#147), library-loan (#89), favourites-or-memorable (#28)",read,"<b>One-Sentence Summary:</b> A woman who is trying to sell holidays on the phone encounters a suicidal man, and she wants to save him by exchanging their misery life and dark past.<br/><br/>The story is full of dramas and sad lives of different people with various struggles. Although I felt the story seems slightly overdramatic and too many plot twists, the story was enthralling to read. It's a story that keeps pushing you to continue reading it because it has more to offer.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/02/06/trust-me-gemma-metcalfe/"">Trust Me by Gemma Metcalfe<a/>.",,"Online library loan from Hornsby Library, Sydney.",1,,,0,,,,,
36478734,Watching You,Lisa Jewell,"Jewell, Lisa",,"=""1473538343""","=""9781473538344""",4,3.93,Cornerstone Digital,ebook,400,2018,2018,2020/01/16,2020/01/19,"library-loan, ebooks, mystery-thriller, favourites-or-memorable","library-loan (#86), ebooks (#143), mystery-thriller (#24), favourites-or-memorable (#27)",read,"One-Sentence Summary: Neighbours stalking each other in a village but one of them has the dirtiest secret related to another neighbour's painful past.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/16/watching-you-lisa-jewell/"">Watching You by Lisa Jewell</a>.",,"Online library loan from Hornsby Library, Sydney.",1,,,0,,,,,
10001863,Moby-Dick (Classic Starts Series),Kathleen Olmstead,"Olmstead, Kathleen","Herman Melville, Eric Freeberg, Arthur Pober","=""1402786832""","=""9781402786839""",4,3.99,Sterling Publishing,ebook,160,2010,2010,2020/01/10,2020/01/19,"children, book-to-tv-or-movie, classics, library-loan, ebooks, favourites-or-memorable","children (#40), book-to-tv-or-movie (#176), classics (#35), library-loan (#85), ebooks (#141), favourites-or-memorable (#26)",read,"This is a fantastic story with the details about whale hunting, the process of cutting the whale and storing the meat and oil, and what a harpooner does. Overall, the main focus of this story is about Captain Ahab's obsession in hunting Moby Dick. There are so much to learn from this story, such as the narrator's first impression about Queequeg because of his tattoos, and Captain Ahab's leadership is the most valuable for us to ponder about.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/01/10/moby-dick-herman-melville/"">Moby-Dick by Herman Melville</a>.",,"Online library loan from Hornsby Library, Sydney.",1,,,0,,,,,
40161899,The Railway Children,E. Nesbit,"Nesbit, E.",,"=""1840227850""","=""9781840227857""",3,4.00,Wordsworth Editions,Hardcover,304,2018,1906,2020/02/04,2019/12/30,"children, classics, book-to-tv-or-movie, library-loan, favourites-or-memorable","children (#43), classics (#38), book-to-tv-or-movie (#183), library-loan (#90), favourites-or-memorable (#25)",read,"This is such a beautifully written piece of work. I loved the classic illustrations with thin lines and shades. Although I didn't understand some of the old words, but this is still a lovely story to read. I really miss classic children stories.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/02/04/the-railway-children-e-nesbit/"">The Railway Children by E. Nestbit</a>.",,"Loan from Hornsby Library, Sydney.",1,,,0,,,,,
9211335,An American Tragedy,Theodore Dreiser,"Dreiser, Theodore",,"=""110110029X""","=""9781101100295""",4,3.95,Penguin Group US,ebook,1314,2000,1925,,2019/12/04,"ebooks, classics, book-to-tv-or-movie, favourites-or-memorable","ebooks (#134), classics (#34), book-to-tv-or-movie (#170), favourites-or-memorable (#24)",read,"<blockquote><b>""The difference between the attitudes of these two girls - Sondra with everything offering all - asking nothing of him; Roberta, with nothing, asking all.""</b></blockquote><br/><br/>The details were acceptable but I had difficulty in understanding the long sentences which include several levels of information. A sentence can be turned into the length of a paragraph which requires to be slowly dissected for a better understanding of the context. Although sometimes, I wondered whether any other writing styles can express it better instead of a paragraph of long sentences and numerous commas in a single lengthy sentence.<br/><br/>I felt the entire story was captivating, but the ending was too draggy for me. The presented evidence was very solid, and I don't understand why the author was trying so hard to convince the readers with irrelevant details of the arguments between two lawyers for the case.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2019/12/05/an-american-tragedy-theodore-dreiser/"">An American Tragedy by Theodore Dreiser</a>.",,,1,,,0,,,,,
53299981,The Stand,Stephen King,"King, Stephen",,"=""""","=""""",4,4.34,Anchor,ebook,,2012,1978,,2019/12/04,"stephen-king, horror, ebooks, book-to-tv-or-movie, favourites-or-memorable","stephen-king (#6), horror (#26), ebooks (#133), book-to-tv-or-movie (#169), favourites-or-memorable (#23)",read,"I really didn't enjoy the length of the story because I tend to easily get confused with the background of the various characters as there were more names appeared throughout the book. Other attributes or subjects that exist in this story were religious (which I never expected that Stephen King will be interested in religion), sociology, prophecy, dreams and visions.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2019/11/13/the-stand-stephen-king/"">The Stand by Stephen King</a>.",,,1,,,0,,,,,
24330672,Silk Road,Eileen Ormsby,"Ormsby, Eileen",,"=""1742614094""","=""9781742614090""",5,4.02,Macmillan Australia,Paperback,352,2014,2014,2020/02/12,2019/08/31,"australian, non-fiction, mystery-crime, library-loan, favourites-or-memorable","australian (#12), non-fiction (#15), mystery-crime (#62), library-loan (#92), favourites-or-memorable (#22)",read,"I enjoyed reading this book because it consists of remarkably detailed research from the author. It was a great effort that she was able to explain such a complicated operation more straightforwardly to make it easier to understand. This book is one of the most mind-blowing books that I have ever read. <br/><br/><b>Book Review:</b> <a href=""https://www.goodreads.com/book/show/24330672-silk-road"">Silk Road by Eileen Ormsby</a>.",,"Loan from Hornsby Library, Sydney.",1,,,0,,,,,
30132374,The Imitation Of Christ: Thomas A. Kempis,Thomas à Kempis,"Kempis, Thomas à",,"=""1941243169""","=""9781941243169""",5,4.16,Catholic Book Publishing,Leather Bound,288,2015,1427,2020/03/09,2019/08/12,"religion, favourites-or-memorable, inspirational","religion (#7), favourites-or-memorable (#21), inspirational (#14)",read,I took my time to read this book so I can truly understand the meaning and grasp the given wisdom. I'll love to re-read this book again or multiple times.,,,1,,,0,,,,,
40916754,The Pastor and the Painter: Inside the lives of Andrew Chan and Myuran Sukumaran – from Aussie schoolboys to Bali 9 drug traffickers to Kerobokan’s redeemed men,Cindy Wockner,"Wockner, Cindy",,"=""0733636942""","=""9780733636943""",5,4.16,Hachette Australia,Paperback,311,2018,,2020/03/01,2020/03/09,"library-loan, true-crime, australian, autobiography-biography-memoir, favourites-or-memorable","library-loan (#106), true-crime (#8), australian (#13), autobiography-biography-memoir (#32), favourites-or-memorable (#20)",read,"If a judgement has been made based on his crime, why there isn't a different judgement based on the good things that he had done?<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/03/01/the-pastor-and-the-painter-cindy-wockner/"">The Pastor and the Painter by Cindy Wockner</a>.",,"Library loan from Hornsby Library, Sydney.",1,,,0,,,,,
18952334,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""1743515863""","=""9781743515860""",5,4.38,Picador Australia,Paperback,584,2013,2005,2020/04/18,2020/04/28,"australian, book-to-tv-or-movie, historical-fiction, favourites-or-memorable","australian (#14), book-to-tv-or-movie (#185), historical-fiction (#20), favourites-or-memorable (#19)",read,"I like the Hubermanns. Mama and Papa are lovely and interesting. Most of the characters are very colourful, although the setting is during wartime which fills with violence and sadness.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/04/18/the-book-thief-markus-zusak/"">The Book Thief by Markus Zusak</a>.",,,1,,,0,,,,,
27877503,The Dead Zone,Stephen King,"King, Stephen",,"=""1501141155""","=""9781501141157""",5,3.94,Scribner,ebook,416,2016,1979,2020/04/24,2020/04/29,"book-to-tv-or-movie, ebooks, horror, stephen-king, thriller, favourites-or-memorable","book-to-tv-or-movie (#187), ebooks (#167), horror (#28), stephen-king (#7), thriller (#54), favourites-or-memorable (#18)",read,"This is so intriguing to read. If you put several ironic events together in this story, you will realise how great this story was being written. Johnny's mother is a religious maniac, but Johnny still feeling confused with the religious belief and the concept of God. After Johnny woke up from the coma, he possesses the prophetic vision of knowing the future. How fascinating is that?<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/04/24/the-dead-zone-stephen-king/"">The Dead Zone by Stephen King</a>.",,,1,,,0,,,,,
53409974,The Murder of Harriet Monckton,Elizabeth Haynes,"Haynes, Elizabeth",,"=""""","=""9781912408054""",5,3.75,Myriad Editions,ebook,512,2018,2018,2020/05/14,2020/05/13,"ebooks, true-crime, historical-fiction, favourites-or-memorable","ebooks (#171), true-crime (#9), historical-fiction (#21), favourites-or-memorable (#17)",read,"I loved the writing style, and the background setting was impressive. The storyline is fascinating with beautiful prose. The usage of words during that specific era was brilliantly captured by the author. A murder case in a small town is always compelling to read because everyone will suspect each other in such a small place and the hunting for the murderer seems adventurous as well.<br/><br/>The author did such an exceptional work in portraying how lonely Harriet was when keeping her secret from all the people that she cared about. She was so desperate for help, but none was offered. She was so despaired and was abandoned by the people that she thought can be trusted during that distressing time. What a sad scene when imagining a pregnant woman walking alone for a long distance under heavy rain.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/05/14/the-murder-of-harriet-monckton-elizabeth-haynes/"">The Murder of Harriet Monckton by Elizabeth Haynes</a>.",,,1,,,0,,,,,
27877495,Firestarter,Stephen King,"King, Stephen",,"=""1501141201""","=""9781501141201""",2,3.89,Scribner,ebook,400,2016,1980,2020/05/29,2020/05/29,"stephen-king, book-to-tv-or-movie, horror, ebooks, favourites-or-memorable","stephen-king (#8), book-to-tv-or-movie (#190), horror (#29), ebooks (#176), favourites-or-memorable (#16)",read,"Despite the struggle to finish this book, the characters are definitely unforgettable. I wish I will like this story, but unfortunately, it doesn't work for me. I'm not sure whether it's the pace or probably the story is really not my cup of tea. <br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/05/29/firestarter-stephen-king/"">Firestarter by Stephen King</a>.",,,1,,,0,,,,,
54318723,The Black Marketer's Daughter,Suman Mallick,"Mallick, Suman",,"=""1649219458""","=""9781649219459""",5,4.10,Atmosphere Press,ebook,,2020,,2020/06/12,2020/06/12,"ebooks, netgalley, literature-fiction, favourites-or-memorable","ebooks (#180), netgalley (#6), literature-fiction (#17), favourites-or-memorable (#15)",read,"The first part has made me so engrossed into the story, and I just read it continuously without any knowledge of what is happening around me. After I finished the first part of the story, I wanted to straight away jump into the second part. I can't wait to know what is the ending. And I was surprised that this is the author's debut novel because the storytelling and the writing are so compelling and convincing. <br/><br/>The current ending was quite random and irrelevant to me. I mean I can't see the point of having it, but of course, that is just me. Maybe there is a purpose of telling the readers what is next for Zuleikha. Other than that (more like personal opinion), I felt the entire story is very enthralling. It also involves various angles in viewing Zuleikha's marriage. She has different view about their marriage than her husband, Iskander. And the consequences of her action also triggers different opinions from an imam (religious point of view), a prosecutor (legal perspective) and a domestic violence advocate (moral standpoint). I love and respect Zuleikha's decision and I think I will do the same too if I were her. Her decision also sums up that whatever advice was given to her by any outsiders, she is the only one that knows what is best for her and her son. After all, she is the key person in that entire situation.<br/><br/><i>Thanks to NetGalley and Atmosphere Press for providing me with a free review copy in exchange for my honest opinion.</i><br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/06/12/the-black-marketers-daughter-suman-mallick/"">The Black-Marketer's Daughter by Suman Mallick</a>.",,Provided by Netgalley and publisher: Atmosphere Press for a free review copy.,1,,,0,,,,,
15802822,Ordinary Grace,William Kent Krueger,"Krueger, William Kent",,"=""1451645864""","=""9781451645866""",4,4.22,Atria Books,ebook,320,2013,2013,2020/06/17,2020/06/17,"historical-fiction, mystery, ebooks, lgbt, favourites-or-memorable","historical-fiction (#22), mystery (#30), ebooks (#181), lgbt (#5), favourites-or-memorable (#14)",read,"Is Frank the author himself recollecting his childhood memories? The story was written as if the author is remembering his personal childhood days and acting like a 13-year-old kid at the same time. The background setting is exceptionally detailed as if you are travelling back to 60s, standing in the middle of the road in that town, and watching how the story unfolds. One of my favourites is the appearance of the occasional train passes by. The blaring horn, the rumbling sound of heavy freight went through the tracks, and the house shakes when the train passes by. It was so realistic and very well-written. I can visualise and feel most of what the author describes in the story, even the smell of the great food cooks by Lise Brandt and Frank's mother's poorly cooked food.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/06/17/ordinary-grace-william-kent-krueger/"">Ordinary Grace by William Kent Krueger</a>.",,,1,,,0,,,,,
50730857,Devil's Creek,Todd Keisling,"Keisling, Todd",,"=""1951043030""","=""9781951043032""",4,3.94,Silver Shamrock Publishing,Paperback,405,2020,2020,2020/07/13,2020/07/12,"horror, ebooks, netgalley, favourites-or-memorable","horror (#30), ebooks (#186), netgalley (#10), favourites-or-memorable (#13)",read,"To be honest, I don't know what to say about this book. The only thing that I'm struggling with is the length of the book, but that is a personal struggle which is not related to the story or the author's writing. Another difficult thing for me is to catch up with the large cast of characters due to the story is based on a small town.<br/><br/>I'm a big fan of Stephen King, and it's hard to find another author as good as him nowadays. But to be frank, this story is quite close to Stephen King's storytelling style. The detailed and lengthy descriptions to create the horror atmosphere and reading this story gives me the feeling of reading classic horror stories dated back in the 80s or 90s. This kind of story is hard to find these days. I strongly recommend this book if you love cult or horror stories based on small towns. Hopefully, someone is interested in making this story into movies or tv series.<br/><br/><i>Thanks to NetGalley and Silver Shamrock Publishing for providing me with a free review copy in exchange for my honest opinion.</i><br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/07/13/devils-creek-todd-keisling/"">Devil's Creek by Todd Keisling</a>.",,Provided by Netgalley and publisher: Silver Shamrock Publishing for a free review copy.,1,,,0,,,,,
40730166,Real World,Natsuo Kirino,"Kirino, Natsuo",,"=""1448103886""","=""9781448103881""",4,3.41,Vintage Digital,ebook,,2018,2003,2020/08/24,2020/08/23,"ebooks, mystery-crime, favourites-or-memorable","ebooks (#201), mystery-crime (#68), favourites-or-memorable (#12)",read,"I wasn't really fond of any of the characters in the story because it seems none of them is really bright. But I guess the author wants to show the deeper or the other side of teenagers who always think they know how the adult world works. They are in the process which sandwiches between childhood and adulthood, struggling between naivety and maturity. The inner thoughts are very complicated, hugging a childhood world that they don't wish to let go but at the same time, being pulled by the adult world.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/08/24/real-world-natsuo-kirino/"">Real World, Natsuo Kirino</a>.",,,1,,,0,,,,,
45882094,Saint Maximilian Kolbe: Knight of the Immaculata,Jeremiah J. Smith,"Smith, Jeremiah J.",,"=""1618904833""","=""9781618904836""",5,4.39,TAN Books,ebook,128,1951,1951,2021/02/16,2021/02/15,"ebooks, religion, autobiography-biography-memoir, favourites-or-memorable, inspirational","ebooks (#225), religion (#12), autobiography-biography-memoir (#35), favourites-or-memorable (#3), inspirational (#13)",read,"This is a short biography of St. Maximilian Kolbe, beginning from his childhood and later about his priesthood journey. His dedication to spreading the love of Mary, the Holy Mother of God, the establishment of The Militia of the Immaculata, and became a famous martyr who took the place of a condemned man at the concentration camp of Auschwitz.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2021/02/16/saint-maximilian-kolbe-knight-of-the-immaculata-by-jeremiah-j-smith/"">Saint Maximilian Kolbe: Knight of the Immaculata by Jeremiah J. Smith</a>.",,,1,,,0,,,,,
15789033,The Collector,John Fowles,"Fowles, John",,"=""0316230200""","=""9780316230209""",4,3.99,"Little, Brown and Company",ebook,320,2012,1963,2020/10/12,2020/10/11,"book-to-tv-or-movie, ebooks, classics, horror, mystery-crime, favourites-or-memorable","book-to-tv-or-movie (#211), ebooks (#210), classics (#42), horror (#32), mystery-crime (#70), favourites-or-memorable (#10)",read,"The author has a very unusual fascinating storyline of a butterfly collector who is obsessed with a particular woman but the inability to build a stronger bond with her. The author provides two main perspectives, which is from the captor himself and another from Miranda's view on her kidnapper, who has been stalking and obsessed with her for quite some time without her knowledge. Both perspectives indicate both struggling to gain power over each other. Although I'm not really interested in Miranda's references to literature, art, and pop culture, it's still a remarkable story from the author.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/10/12/the-collector-by-john-fowles/"">The Collector by John Fowles</a>.",,,1,,,0,,,,,
53471711,Valentine,Elizabeth Wetmore,"Wetmore, Elizabeth",,"=""""","=""9780008331948""",4,3.79,,,,,2020,2020/10/30,2020/11/03,"ebooks, historical-fiction, favourites-or-memorable","ebooks (#213), historical-fiction (#23), favourites-or-memorable (#9)",read,"Reading this book is like sitting on a rocking chair at the front porch with a cup of tea while enjoying this piece of refined work. I never read such a sophisticated style of telling a rural crime story. Besides revealing the lives of six different women and girls from different generations, the story also touches on religious views, perception about migrants, problems faced by women and minorities, social issues, and injustices in a small Texas town. The Ladies Guild is the best example to summarise the prejudice and conservative mind in a rural place about immigrants. A group of religious people who accesses other's values and being judgmental but never see any defects of themselves.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/10/30/valentine-by-elizabeth-wetmore/"">Valentine by Elizabeth Wetmore</a>.",,,1,,,0,,,,,
53172356,My Dark Vanessa,Kate Elizabeth Russell,"Russell, Kate Elizabeth",,"=""""","=""9780008342265""",4,4.05,4th Estate,,,2020,2020,2020/11/04,2020/11/03,"ebooks, literature-fiction, favourites-or-memorable","ebooks (#214), literature-fiction (#19), favourites-or-memorable (#8)",read,"I guess Vanessa somehow despises him and deep inside, her anger with his betrayal and the detestation of what he did to her actually exist without her knowledge. It leads her to wish that Strane will be caught and the fall will occur on him. However, Strane can manipulate her mind, the ability to make her believe that she is so important for him. Vanessa loves the feeling of being needed because it makes her feeling consequential or ""special"". I guess she is not willing to let him go because she loves the needy feeling. And Vanessa is not sure that she can find the same feeling again if she ends the relationship. As time goes by, both of them seem using each other to fulfil their desires and needs and slowly turn into a habit (give and take), a habit which keeps checking Strane's conscience and Vanessa keeps questioning whether it's a relationship or a rape.<br/><br/><b>Book Review:</b> <a href=""https://chyneyee.com/2020/11/04/my-dark-vanessa-by-kate-elizabeth-russell/"">My Dark Vanessa by Kate Elizabeth Russell</a>.",,,1,,,0,,,,,
